"List of plants for all fuels, United States, all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vvvvu&geo=vvvvvvvvvvvvo&sec=g&freq=M&start=200101&end=202505&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=0"
"Wed Jul 30 2025 19:20:26 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Magic Valley Wind Farm I LLC",57802,"TX","Electric utility non-cogen","WT","WND"
"Magnolia Power Plant",55451,"MS","Electric utility","CT,CA","NG"
"Magnolia Power Project",56046,"CA","Electric utility","CT,CA","NG"
"Magnolia Solar",64657,"FL","Electric utility","PV","SUN"
"Magnolia Springs Solar Center",62915,"FL","Electric utility","PV","SUN"
"Magpie Solar, LLC",61337,"MT","Electric utility non-cogen","PV","SUN"
"Mahany",66750,"NY","Electric utility non-cogen","PV","SUN"
"Mahoning",57411,"OH","Electric utility non-cogen","IC","LFG"
"Mahoning Creek Hydroelectric Project",58685,"PA","Electric utility non-cogen","HY","WAT"
"Maiden Community Center",56342,"NC","Electric utility","IC","DFO"
"Maiden Creek Solar Power Plant",62668,"NC","Electric utility","PV","SUN"
"Maimonides Medical Center",62174,"NY","Commercial non-cogen","IC","DFO"
"Main Canal Headworks",56698,"WA","Electric utility","HY","WAT"
"Main Rd Community Solar",64717,"NY","Electric utility non-cogen","PV","SUN"
"Main Street Solar Project",59682,"VT","Electric utility non-cogen","PV","SUN"
"Maine Independence Station",55068,"ME","Electric utility non-cogen","CT","NG"
"Mainely Solar (Wyman Hill Solar LLC)",67402,"ME","Electric utility non-cogen","PV","SUN"
"Mainline Windfarm",57429,"ID","Electric utility non-cogen","WT","WND"
"Maize",68698,"KS","Electric utility","PV","SUN"
"Majestic 1 Wind Farm",56648,"TX","Electric utility non-cogen","WT","WND"
"Majestic II Wind",58363,"TX","Electric utility non-cogen","WT","WND"
"Major Oak Power",7030,"TX","Electric utility non-cogen","ST","NG,LIG"
"Malaga Power LLC",56239,"CA","Electric utility non-cogen","GT","NG"
"Malburg",56041,"CA","Electric utility","CT,CA","NG"
"Malden",2142,"MO","Electric utility","IC","DFO"
"Malech Solar Farm",62688,"CA","Electric utility non-cogen","PV","SUN"
"Malmedal Solar Garden",63453,"MN","Electric utility non-cogen","PV","SUN"
"Malone Solar Site",62785,"NY","Electric utility non-cogen","PV","SUN"
"Mammoth G1",10480,"CA","Electric utility non-cogen","BT","GEO"
"Mammoth G2",10481,"CA","Electric utility non-cogen","BT","GEO"
"Mammoth G3",10479,"CA","Electric utility non-cogen","BT","GEO"
"Mammoth North Solar",65957,"IN","Electric utility non-cogen","PV","SUN"
"Mammoth Plains",59284,"OK","Electric utility non-cogen","WT","WND"
"Mammoth Pool",344,"CA","Electric utility","HY","WAT"
"Manalapan Village Solar",57661,"NJ","Electric utility non-cogen","PV","SUN"
"Manatee",6042,"FL","Electric utility","CT,CA","NG"
"Manatee Solar Energy Center",60014,"FL","Electric utility","BA,PV","MWH,SUN"
"Manchester Community College East",62639,"CT","Electric utility non-cogen","PV","SUN"
"Manchester Community College North",62640,"CT","Electric utility non-cogen","PV","SUN"
"Manchester Street",3236,"RI","Electric utility non-cogen","CT,CA","NG"
"Manchief Electric Generating Station",55127,"CO","Electric utility","GT","NG"
"Manheim New England",66417,"MA","Commercial non-cogen","PV","SUN"
"Manheim New Jersey",63229,"NJ","Commercial non-cogen","PV","SUN"
"Manilus",68704,"NY","Electric utility non-cogen","PV","SUN"
"Manistique",1750,"MI","Electric utility","IC","DFO"
"Manitou Springs",494,"CO","Electric utility","HY","WAT"
"Manitowoc",4125,"WI","Electric utility","ST","NG,WDS"
"Mankato Energy Center",56104,"MN","Electric utility non-cogen","CT,CA","NG,DFO"
"Manlius East",68647,"NY","Electric utility non-cogen","PV","SUN"
"Manlius North",68648,"NY","Electric utility non-cogen","PV","SUN"
"Manlius West",68649,"NY","Electric utility non-cogen","PV","SUN"
"Manning",1160,"IA","Electric utility","IC","DFO"
"Manning PV 1",59520,"NC","Electric utility non-cogen","PV","SUN"
"Mannys Corners Solar 1 (CSG)",66947,"NY","Electric utility non-cogen","PV","SUN"
"Mansfield Mill",54091,"LA","Industrial cogen","GT,ST","NG,WDS,TDF,BLQ"
"Manteca Land PV",61115,"CA","Electric utility non-cogen","PV","SUN"
"Manti Lower",1020,"UT","Electric utility","HY","WAT"
"Manti Upper",3676,"UT","Electric utility","HY","WAT"
"Mantisi",68650,"NY","Electric utility non-cogen","PV","SUN"
"Manway Solar Farm",59575,"NC","Electric utility non-cogen","PV","SUN"
"Manzana Wind LLC",57484,"CA","Electric utility non-cogen","WT","WND"
"Manzano Solar",58521,"NM","Electric utility","PV","SUN"
"Maple City",66068,"IA","Electric utility non-cogen","PV","SUN"
"Maple Flats",66191,"IL","Electric utility non-cogen","PV","SUN"
"Maple Lake",2042,"MN","Electric utility","GT","DFO"
"Maple North 1",68675,"NY","Electric utility non-cogen","PV","SUN"
"Maple North 2",68676,"NY","Electric utility non-cogen","PV","SUN"
"Maple Ridge Wind Farm",56290,"NY","Electric utility non-cogen","WT","WND"
"Maple Solar",57750,"NJ","Electric utility non-cogen","PV","SUN"
"Maple West",68677,"NY","Electric utility non-cogen","PV","SUN"
"Maple(CSG)",64731,"MA","Electric utility non-cogen","PV","SUN"
"Mapleton Community Solar",60941,"MN","Electric utility non-cogen","PV","SUN"
"Maplewood Solar",65319,"VA","Electric utility","PV","SUN"
"Maquoketa 1",1162,"IA","Electric utility","IC","NG,DFO"
"Maquoketa 2",7921,"IA","Electric utility","IC","DFO"
"Marathon Bay Area Cogen",10342,"CA","Electric utility cogen","CT,CA","NG"
"Marathon Generating Plant",696,"FL","Electric utility","IC","DFO"
"Marathon Solar Farm II LLC North",66771,"NY","Electric utility non-cogen","PV","SUN"
"Marathon Solar Farm LLC South",66734,"NY","Electric utility non-cogen","PV","SUN"
"Marble Falls",3599,"TX","Electric utility","HY","WAT"
"Marble River Wind Farm",56857,"NY","Electric utility non-cogen","WT","WND"
"Marble Solar LLC (CSG)",66351,"OR","Electric utility non-cogen","PV","SUN"
"Marceline",7470,"MO","Electric utility","IC","DFO"
"Marco Ranch",50323,"ID","Electric utility non-cogen","HY","WAT"
"Marcus Hook Energy LP",55801,"PA","Electric utility cogen","CT,CA","NG"
"Marengo Solar",65013,"IL","Electric utility non-cogen","PV","SUN"
"Marengo Wind Plant",56466,"WA","Electric utility","WT","WND"
"Mariah del Norte",59005,"TX","Electric utility non-cogen","WT","WND"
"Mariani Packing Vacaville Solar",57005,"CA","Electric utility non-cogen","PV","SUN"
"Mariaville Road Elsworth Solar, LLC",67925,"ME","Electric utility non-cogen","PV","SUN"
"Maricopa West Solar PV, LLC",59607,"CA","Electric utility non-cogen","PV","SUN"
"Marietta",61616,"OK","Electric utility","PV","SUN"
"Marigold Community Solar Garden, LLC",63308,"MN","Electric utility non-cogen","PV","SUN"
"Marin Clean Energy Solar One",61013,"CA","Electric utility non-cogen","PV","SUN"
"Marina Landfill Gas",10748,"CA","Commercial non-cogen","IC","LFG"
"Marina South",64837,"CA","Electric utility non-cogen","PV","SUN"
"Marine Corps Logistics Base Solar",59876,"GA","Electric utility","PV","SUN"
"Marion",976,"IL","Electric utility","GT,ST","NG,DFO,BIT"
"Marion Garden",63935,"MN","Electric utility non-cogen","PV","SUN"
"Marion Solar 4b LLC",68049,"IL","Electric utility non-cogen","PV","SUN"
"Marion Solar LNG",59180,"IN","Electric utility non-cogen","PV","SUN"
"Mariposa Energy Project",57483,"CA","Electric utility non-cogen","GT","NG"
"Mariposa Solar Center LLC",59162,"NC","Electric utility non-cogen","PV","SUN"
"Mark One Power Station",65372,"TX","Electric utility non-cogen","GT","NG"
"Market Farm",59105,"NC","Electric utility non-cogen","PV","SUN"
"Market Street Gardiner Solar, LLC",67927,"ME","Electric utility non-cogen","PV","SUN"
"Markham",2980,"OK","Electric utility","HY","WAT"
"Markland",1005,"IN","Electric utility","HY","WAT"
"Markum Solar Farm",67580,"TX","Electric utility non-cogen","PV","SUN"
"Marlboro Mill",57470,"SC","Industrial cogen","ST","WDS,BLQ"
"Marlboro Mushrooms Solar Field",59327,"PA","Industrial non-cogen","PV","SUN"
"Marlborough Solar",66074,"NY","Electric utility non-cogen","PV","SUN"
"Marlin Solar",61513,"TX","Electric utility non-cogen","PV","SUN"
"Marlow Solar, LLC CSG",64122,"IL","Electric utility non-cogen","PV","SUN"
"Marlowe Solar",66899,"WV","Electric utility","PV","SUN"
"Marmas Solar CSG",61139,"MN","Electric utility non-cogen","PV","SUN"
"Marmet",6561,"WV","Electric utility","HY","WAT"
"Marquette Energy Center",60559,"MI","Electric utility","IC","NG,DFO"
"Mars Hill",67154,"ME","Electric utility non-cogen","PV","SUN"
"Mars Hill Wind Farm Project",56448,"ME","Electric utility non-cogen","WT","WND"
"Mars Solar",63027,"TX","Electric utility non-cogen","PV","SUN"
"Mars Wrigley Confectionery US, LLC",10061,"NJ","Industrial cogen","CT","NG"
"Marsh Hill Wind Farm",58768,"NY","Electric utility non-cogen","WT","WND"
"Marsh Landing Generating Station",57267,"CA","Electric utility non-cogen","GT","NG"
"Marsh Run Generation Facility",7836,"VA","Electric utility","GT","NG,DFO"
"Marsh Valley Development",50972,"ID","Electric utility non-cogen","HY","WAT"
"Marshall",60244,"AK","Electric utility","IC","DFO"
"Marshall (IL)",949,"IL","Electric utility","IC","DFO"
"Marshall (MI)",1844,"MI","Electric utility","IC,HY","NG,DFO,WAT"
"Marshall (MN)",1993,"MN","Electric utility","GT","DFO"
"Marshall (MO)",2144,"MO","Electric utility","IC,GT","NG,DFO"
"Marshall (NC)",2727,"NC","Electric utility","ST","NG,DFO,BIT"
"Marshall Dam",2710,"NC","Electric utility","HY","WAT"
"Marshall Energy Facility",55232,"KY","Electric utility","GT","NG,DFO"
"Marshall Ford",3600,"TX","Electric utility","HY","WAT"
"Marshall Solar",62238,"SC","Electric utility non-cogen","PV","SUN"
"Marshall Solar Energy Project",59875,"MN","Electric utility non-cogen","PV","SUN"
"Marshall Solar Farm (MO)",60707,"MO","Electric utility non-cogen","PV","SUN"
"Marshall Solar Plus LLC",67545,"MN","Electric utility","PV","SUN"
"Marshall Wind 1 LLC",56840,"MN","Electric utility non-cogen","WT","WND"
"Marshall Wind 2 LLC",56824,"MN","Electric utility non-cogen","WT","WND"
"Marshall Wind 3 LLC",56825,"MN","Electric utility non-cogen","WT","WND"
"Marshall Wind 4 LLC",56826,"MN","Electric utility non-cogen","WT","WND"
"Marshall Wind 5 LLC",56827,"MN","Electric utility non-cogen","WT","WND"
"Marshall Wind 6 LLC",56828,"MN","Electric utility non-cogen","WT","WND"
"Marshall Wind Farm",59084,"KS","Electric utility non-cogen","WT","WND"
"Marshalltown",1068,"IA","Electric utility","GT","NG"
"Marshalltown Generating Station",58236,"IA","Electric utility","CT,PV,CA","NG,SUN"
"Marshfield 6",3739,"VT","Electric utility","HY","WAT"
"Marshfield PV",58410,"MA","Electric utility non-cogen","PV","SUN"
"Marshfield Utilities Gas Plant",56480,"WI","Electric utility","GT","NG"
"Marshville Farm",58335,"NC","Electric utility non-cogen","PV","SUN"
"Marston Mills Solar",68950,"MA","Electric utility non-cogen","PV","SUN"
"Martin",6043,"FL","Electric utility","CT,CA","NG"
"Martin County Solar Project, LLC",66646,"KY","Electric utility non-cogen","PV","SUN"
"Martin Creek Farm LLC",59124,"NC","Electric utility non-cogen","PV","SUN"
"Martin Dam",16,"AL","Electric utility","HY","WAT"
"Martin Lake",6146,"TX","Electric utility non-cogen","ST","DFO,SUB"
"Martin Limestone Solar Array",58443,"PA","Industrial non-cogen","PV","SUN"
"Martin Marietta Wind Project",66261,"OH","Electric utility non-cogen","WT","WND"
"Martin Solar Center",61458,"VA","Electric utility non-cogen","PV","SUN"
"Martinez Refining",54912,"CA","Industrial cogen","CT,CA","OG,NG"
"Martinez Sulfuric Acid Regeneration Plt",52063,"CA","Industrial cogen","ST","WH"
"Martinsburg CSG LLC",68407,"NY","Electric utility non-cogen","PV","SUN"
"Martinsville",3826,"VA","Electric utility","HY","WAT"
"Martinsville LFG Generator",57893,"VA","Electric utility","IC","NG"
"Maryland Bioenergy Center (Jessup)",64241,"MD","Industrial cogen","GT","NG"
"Maryland Solar",58408,"MD","Electric utility non-cogen","PV","SUN"
"Maryneal Windpower",62836,"TX","Electric utility non-cogen","WT","WND"
"Marys Lake",517,"CO","Electric utility","HY","WAT"
"Mas Durham Power, LLC",57365,"NC","Electric utility non-cogen","IC","LFG"
"Mascoma Hydro",54471,"NH","Electric utility","HY","WAT"
"Mashpee Landfill Solar",59980,"MA","Electric utility non-cogen","PV","SUN"
"Mason Solar One LLC",64645,"MD","Electric utility non-cogen","PV","SUN"
"Mass Inst Tech Cntrl Utilities/Cogen Plt",54907,"MA","Commercial cogen","GT","NG,DFO"
"Mass Midstate Solar 1",58279,"MA","Electric utility non-cogen","PV","SUN"
"Mass Midstate Solar 2",58276,"MA","Electric utility non-cogen","PV","SUN"
"Mass Midstate Solar 3",58275,"MA","Electric utility non-cogen","PV","SUN"
"Massena Energy Facility",54592,"NY","Electric utility non-cogen","CT,CA","NG"
"Masser Farms Realty Solar",57494,"PA","Electric utility non-cogen","PV","SUN"
"Masspower",10726,"MA","Electric utility non-cogen","CT","NG"
"Maston Garden Solar",63434,"MN","Electric utility non-cogen","PV","SUN"
"Matilda Hamilton Fee Hydroelectric Stati",62747,"KY","Electric utility non-cogen","HY","WAT"
"Matrix Buildings A&B (Perth Amboy) Solar",57384,"NJ","Electric utility","PV","SUN"
"Matrix Pleasant Valley",67211,"ID","Electric utility non-cogen","PV","SUN"
"Matrix Stults Road Solar Facility",57588,"NJ","Electric utility","PV","SUN"
"Mattas Farms",62303,"NY","Electric utility non-cogen","PV","SUN"
"Mauka FIT One",58662,"HI","Electric utility non-cogen","PV","SUN"
"Maumee Solar",68161,"OH","Electric utility non-cogen","PV","SUN"
"Mauna Loa Macadamia Nut",68605,"HI","Electric utility non-cogen","PV","SUN"
"Maverick Creek Wind",62853,"TX","Electric utility non-cogen","WT","WND"
"Maverick Solar 4, LLC",64104,"CA","Electric utility non-cogen","PV","SUN"
"Maverick Solar 6, LLC",64105,"CA","Electric utility non-cogen","BA,PV","MWH,SUN"
"Maverick Solar 7, LLC",64106,"CA","Electric utility non-cogen","PV","SUN"
"Maverick Solar, LLC",62178,"CA","Electric utility non-cogen","PV","SUN"
"Maverick Wind Project, LLC",63494,"OK","Electric utility","WT","WND"
"Maxton Solar, LLC",60416,"NC","Electric utility non-cogen","PV","SUN"
"May Shannon Solar, LLC",64461,"MI","Electric utility non-cogen","PV","SUN"
"Mayberry Solar LLC",57321,"NC","Electric utility non-cogen","PV","SUN"
"Maybrook Solar, LLC (CSG)",65337,"NY","Electric utility non-cogen","PV","SUN"
"Mayfield",3917,"WA","Electric utility","HY","WAT"
"Mayhill Solar LLC Community Solar",66965,"NJ","Electric utility non-cogen","PV","SUN"
"Maynard PV",58412,"MA","Electric utility non-cogen","PV","SUN"
"Mayo",6250,"NC","Electric utility","ST","DFO,BIT"
"Maywood Photovoltaic Project",58770,"IN","Electric utility non-cogen","PV","SUN"
"McAdoo Wind Energy LLC",56773,"TX","Electric utility non-cogen","WT","WND"
"McAllister Landfill",67142,"RI","Electric utility non-cogen","PV","SUN"
"McCallum Farm",58350,"NC","Electric utility non-cogen","PV","SUN"
"McCarthy Solar",66187,"NY","Electric utility non-cogen","PV","SUN"
"McCartney",7903,"MO","Electric utility","GT","NG"
"McClain Energy Facility",55457,"OK","Electric utility","CT,CA","NG"
"McClellan (AR)",203,"AR","Electric utility","ST","NG"
"McCleskey Cotton",62878,"GA","Electric utility non-cogen","PV","SUN"
"McClure",151,"CA","Electric utility","GT","DFO"
"McClure Dam",7116,"MI","Electric utility","HY","WAT"
"McCook",2271,"NE","Electric utility","GT","DFO"
"McCormick & Co. Inc. at Belcamp",57646,"MD","Electric utility non-cogen","PV","SUN"
"McCormick NY CSG LLC",67248,"NY","Electric utility non-cogen","PV","SUN"
"McCoy Solar Energy Project Hybrid",58462,"CA","Electric utility non-cogen","PV","SUN"
"McCullough Road Solar Farm",62638,"NJ","Electric utility non-cogen","PV","SUN"
"McDonald Solar Farm, LLC",60238,"IN","Electric utility non-cogen","PV","SUN"
"McDonough Solar 1, LLC CSG",64201,"IL","Electric utility non-cogen","PV","SUN"
"McDougle-Mitchell Solar Project Hybrid C",63470,"MA","Electric utility non-cogen","PV","SUN"
"McFadden Ridge",57039,"WY","Electric utility","WT","WND"
"McFarland A Solar and Storage",66636,"AZ","Electric utility non-cogen","BA,PV","MWH,SUN"
"McFarland B Solar and Storage",66637,"AZ","Electric utility non-cogen","BA,PV","MWH,SUN"
"McGinness Hills",57446,"NV","Electric utility non-cogen","BT","GEO"
"McGinness Hills 3",61912,"NV","Electric utility non-cogen","BT","GEO"
"McGoogan Farm, LLC",60779,"NC","Electric utility non-cogen","PV","SUN"
"McGrath",6555,"AK","Electric utility","IC","DFO"
"McGrath Peaker",56471,"CA","Electric utility","GT","NG"
"McGraw Hill Solar",57662,"NJ","Electric utility non-cogen","PV","SUN"
"McGregor",1163,"IA","Electric utility","IC","DFO"
"McGrigor Farm Solar",60440,"NC","Electric utility non-cogen","PV","SUN"
"McGuire",6038,"NC","Electric utility","ST","NUC"
"McHenry Solar",65353,"CT","Electric utility non-cogen","PV","SUN"
"McIntosh",6124,"GA","Electric utility","GT","NG,DFO"
"McIntosh (AL)",7063,"AL","Electric utility","GT,CE","NG,DFO"
"McIntosh Combined Cycle Facility",56150,"GA","Electric utility","CT,CA","NG"
"McIntosh Solar",67864,"GA","Electric utility","PV","SUN"
"McKay Bay Facility",50875,"FL","Electric utility non-cogen","ST","MSB,MSN"
"McKee City Solar Phase 2",57863,"NJ","Electric utility non-cogen","PV","SUN"
"McKenzie Farm",58853,"NC","Electric utility non-cogen","PV","SUN"
"McKinley Paper Co. - Washington Mill",58352,"WA","Industrial non-cogen","ST","DFO,WDS"
"McKinley Wind Park",57853,"MI","Electric utility","WT","WND"
"McKittrick Cogen",52076,"CA","Industrial cogen","GT","NG"
"McLean Homestead",60020,"NC","Electric utility non-cogen","PV","SUN"
"McLeod Community Solar One LLC CSG",63119,"MN","Electric utility non-cogen","PV","SUN"
"McManus",715,"GA","Electric utility","IC,GT","DFO"
"McMeekin",3287,"SC","Electric utility","ST","NG"
"McMinnville",55928,"TN","Electric utility","IC","DFO"
"McNary",3084,"OR","Electric utility","HY","WAT"
"McNary Dam Fish Attraction Project",7511,"WA","Electric utility","HY","WAT"
"McPhee",7372,"CO","Electric utility","HY","WAT"
"McPherson 2",1305,"KS","Electric utility","GT","NG,DFO"
"McPherson 3",7515,"KS","Electric utility","GT","NG,DFO"
"McSwain",410,"CA","Electric utility non-cogen","HY","WAT"
"McWilliams",533,"AL","Electric utility","CT,CA","NG"
"Mcindoes",6483,"VT","Electric utility non-cogen","HY","WAT"
"Mckeever",65543,"TX","Electric utility non-cogen","IC","DFO"
"Mead Coated Board",54802,"AL","Industrial cogen","GT,ST","NG,WDS,BLQ"
"Meade",1306,"KS","Electric utility","IC","NG,DFO"
"Meadow Creek Project Company",58106,"ID","Electric utility non-cogen","WT","WND"
"Meadow Lake Solar Energy Center",59618,"NM","Electric utility","PV","SUN"
"Meadow Lake Wind Farm II LLC",57112,"IN","Electric utility non-cogen","WT","WND"
"Meadow Lake Wind Farm III LLC",57115,"IN","Electric utility non-cogen","WT","WND"
"Meadow Lake Wind Farm IV",57177,"IN","Electric utility non-cogen","WT","WND"
"Meadow Lake Wind Farm LLC",57109,"IN","Electric utility non-cogen","WT","WND"
"Meadow Lake Wind Farm V LLC",57628,"IN","Electric utility non-cogen","WT","WND"
"Meadow Lake Wind Farm VI LLC",61756,"IN","Electric utility non-cogen","WT","WND"
"Meadow Ridge",58459,"IA","Electric utility non-cogen","WT","WND"
"Meadow Solar",60756,"MA","Electric utility non-cogen","PV","SUN"
"Meadowbrook Solar Farm",59936,"NC","Electric utility non-cogen","PV","SUN"
"Meadowlark Solar",64117,"NC","Electric utility non-cogen","PV","SUN"
"Meadows PV 1",59513,"NC","Electric utility non-cogen","PV","SUN"
"Mechanic Falls",54123,"ME","Electric utility non-cogen","HY","WAT"
"Mechanic Street (CSG)",67396,"ME","Electric utility non-cogen","PV","SUN"
"Mechanicsville Solar",64158,"VA","Electric utility non-cogen","PV","SUN"
"Mechanicville Hydroelectric Station",62322,"NY","Electric utility non-cogen","HY","WAT"
"Medford DPC Solar",60894,"WI","Electric utility non-cogen","PV","SUN"
"Medford WWTP",59277,"NJ","Electric utility non-cogen","PV","SUN"
"Medical Area Total Energy Plant",10883,"MA","Commercial cogen","IC,GT,ST","NG,DFO"
"Medin 2 Community Solar LLC CSG",64504,"MN","Electric utility non-cogen","PV","SUN"
"Medin CSG",64990,"MN","Electric utility non-cogen","PV","SUN"
"Medline Ind. Phase 2 Tracy",63361,"CA","Electric utility non-cogen","PV","SUN"
"Medusa NY 1",63854,"NY","Electric utility non-cogen","PV","SUN"
"Medway Hydro",55288,"ME","Electric utility non-cogen","HY","WAT"
"Meeker Community Solar One LLC CSG",63118,"MN","Electric utility non-cogen","PV","SUN"
"Meeks Solar, LLC",63267,"NC","Electric utility non-cogen","PV","SUN"
"Meeting House",67397,"MD","Electric utility non-cogen","PV","SUN"
"Meherrin Solar",62758,"VA","Electric utility","PV","SUN"
"Mehoopany Wind Energy LLC",57769,"PA","Electric utility non-cogen","WT","WND"
"Meldahl Hydroelectric Project",56872,"KY","Electric utility","HY","WAT"
"Melinda Solar",59502,"NC","Electric utility non-cogen","PV","SUN"
"Melrose",1994,"MN","Electric utility","IC","DFO"
"Melton Hill",3408,"TN","Electric utility","HY","WAT"
"Meltwater",67640,"NY","Electric utility non-cogen","PV","SUN"
"Memphis",2145,"MO","Electric utility","IC","DFO"
"Mendon",64575,"MA","Electric utility non-cogen","PV","SUN"
"Mendota",63954,"IL","Electric utility non-cogen","PV","SUN"
"Mendota Hills, LLC",56160,"IL","Electric utility non-cogen","WT","WND"
"Mendota Rich Dev CSG",65508,"IL","Electric utility non-cogen","PV","SUN"
"Menifee Power Bank",66494,"CA","Electric utility non-cogen","BA","MWH"
"Menominee Mill Marinette",50409,"MI","Electric utility non-cogen","HY","WAT"
"Menomonie",4009,"WI","Electric utility","HY","WAT"
"Merced 1 PV",61420,"CA","Electric utility non-cogen","PV","SUN"
"Merced Falls",258,"CA","Electric utility non-cogen","HY","WAT"
"Merced Solar LLC",59265,"CA","Electric utility non-cogen","PV","SUN"
"Mercer County Community College",58882,"NJ","Commercial non-cogen","PV","SUN"
"Mercer Mall",58070,"NJ","Electric utility non-cogen","PV","SUN"
"Merck",59905,"VA","Electric utility","PV","SUN"
"Merck - Upper Gwynedd Solar Array",61198,"PA","Commercial non-cogen","PV","SUN"
"Merck Rahway Power Plant",10224,"NJ","Industrial cogen","ST,PV","NG,SUN,DFO"
"Mercy Medical Center",58163,"NY","Commercial non-cogen","IC","DFO"
"Mereand CSG",63058,"NY","Electric utility non-cogen","PV","SUN"
"Meridian",7719,"MS","Electric utility","IC","DFO"
"Meridian II",62164,"MS","Electric utility non-cogen","PV","SUN"
"Meridian III",62163,"MS","Electric utility non-cogen","PV","SUN"
"Meridian Vineyards",57982,"CA","Electric utility non-cogen","PV","SUN"
"Meridian Wind Park",65328,"MI","Electric utility","WT","WND"
"Meriwether Farm",60579,"NC","Electric utility non-cogen","PV","SUN"
"Meriwether Jackson",64280,"GA","Electric utility non-cogen","PV","SUN"
"Merl Parr",1097,"IA","Electric utility","GT","NG"
"Merom",6213,"IN","Electric utility","ST","DFO,BIT"
"Merricourt Wind Energy Center",57048,"ND","Electric utility","WT","WND"
"Merrill",4068,"WI","Electric utility","HY","WAT"
"Merrill Road Solar",66245,"ME","Electric utility non-cogen","PV","SUN"
"Merrimac Solar",58561,"MA","Electric utility non-cogen","PV","SUN"
"Merrimack Solar Farm, LLC",64454,"NH","Electric utility non-cogen","PV","SUN"
"Merwin",3847,"WA","Electric utility","HY","WAT"
"Mesa CSG 1 Murdock",62719,"CO","Electric utility non-cogen","PV","SUN"
"Mesa CSG 2 Massicotte",62718,"CO","Electric utility non-cogen","PV","SUN"
"Mesa Carport PV",64404,"AZ","Commercial non-cogen","PV","SUN"
"Mesa PV1",59199,"CO","Electric utility non-cogen","PV","SUN"
"Mesa Wind Power LLC",50535,"CA","Electric utility non-cogen","WT","WND"
"Mesa Wind Repower",67247,"CA","Electric utility non-cogen","WT","WND"
"Mesalands Comm College Wind Turbine",57106,"NM","Commercial non-cogen","WT","WND"
"Mesquite Creek LFGTE Project",57167,"TX","Electric utility non-cogen","IC","LFG"
"Mesquite Creek Wind",59332,"TX","Electric utility non-cogen","WT","WND"
"Mesquite Generating Station Block 1",58557,"AZ","Electric utility","CT,CA","NG"
"Mesquite Generating Station Block 2",55481,"AZ","Electric utility non-cogen","CT,CA","NG"
"Mesquite Solar",60964,"AZ","Electric utility","PV","SUN"
"Mesquite Solar 1",57707,"AZ","Electric utility non-cogen","PV","SUN"
"Mesquite Solar 2, LLC",60307,"AZ","Electric utility non-cogen","PV","SUN"
"Mesquite Solar 3, LLC",60308,"AZ","Electric utility non-cogen","PV","SUN"
"Mesquite Solar 4, LLC",65962,"AZ","Electric utility non-cogen","BA,PV","MWH,SUN"
"Mesquite Solar 5, LLC",65963,"AZ","Electric utility non-cogen","BA,PV","MWH,SUN"
"Mesquite Star",62587,"TX","Electric utility non-cogen","WT","WND"
"Mesquite Wind Power LLC",56395,"TX","Electric utility non-cogen","WT","WND"
"Messalonskee 2 (Oakland)",1497,"ME","Electric utility non-cogen","HY","WAT"
"Messalonskee 3",1498,"ME","Electric utility non-cogen","HY","WAT"
"Messalonskee 5",1500,"ME","Electric utility non-cogen","HY","WAT"
"Mesteno",62258,"TX","Electric utility non-cogen","WT","WND"
"Metcalf Energy Center",55393,"CA","Electric utility non-cogen","CT,CA","NG"
"Methuen Landfill",59136,"MA","Electric utility non-cogen","PV","SUN"
"Metro Gas Recovery",50576,"WI","Electric utility non-cogen","IC,GT","LFG"
"Metro Methane Recovery Facility",54700,"IA","Electric utility non-cogen","IC","LFG"
"Metro Support Services Center Solar",57313,"CA","Commercial non-cogen","PV","SUN"
"Metro Wastewater Reclamation District",10180,"CO","Electric utility cogen","GT","OBG"
"Mexico",6650,"MO","Electric utility","GT","DFO"
"Meyers Falls",3868,"WA","Electric utility non-cogen","HY","WAT"
"Meyersdale Battery",62444,"PA","Electric utility non-cogen","BA","MWH"
"Meyersdale Windpower, LLC",56052,"PA","Electric utility non-cogen","WT","WND"
"Miami Dade Solar Energy Center",61766,"FL","Electric utility","PV","SUN"
"Miami Fort",2832,"OH","Electric utility non-cogen","ST","DFO,BIT"
"Miami Wind Energy Center",58765,"TX","Electric utility non-cogen","WT","WND"
"Michael Solar",60971,"MN","Electric utility non-cogen","PV","SUN"
"Michelangelo Wind 1 LLC",59231,"IA","Electric utility non-cogen","WT","WND"
"Michelangelo Wind 3 LLC",59053,"IA","Electric utility non-cogen","WT","WND"
"Michelangelo Wind 4 LLC",59232,"IA","Electric utility non-cogen","WT","WND"
"Michell Butte Power Project",50360,"OR","Electric utility non-cogen","HY","WAT"
"Michigamme Falls",1780,"MI","Electric utility","HY","WAT"
"Michigan City",997,"IN","Electric utility","ST","NG"
"Michigan Power LP",54915,"MI","Electric utility cogen","CT,CA","NG"
"Michigan Wind 1",56416,"MI","Electric utility non-cogen","WT","WND"
"Michigan Wind 2",56659,"MI","Electric utility non-cogen","WT","WND"
